city,stars,review_count,categories 
Toronto,0,40,Coffee or Sandwiches
Toronto,0,50,Fast Food
Toronto,0,3,Coffee or Sandwiches
Toronto,0,20,Fast Food
Toronto,0,51,Asian
Toronto,0,23,Asian
Toronto,1,41,Coffee or Sandwiches
Toronto,0,70,Fast Food
Toronto,0,119,North American
Toronto,0,8,Fast Food
Toronto,1,3,Coffee or Sandwiches
Toronto,1,10,Fast Food
Toronto,0,19,Fast Food
Toronto,0,3,Pub
Missisauga,1,33,Pub
Toronto,0,7,Fast Food
Toronto,0,5,Fast Food
Toronto,0,7,Coffee or Sandwiches
Toronto,0,3,Middle Eastern
Toronto,0,28,Middle Eastern
Toronto,0,32,Asian
Toronto,0,19,Coffee or Sandwiches
Missisauga,0,84,Other
Missisauga,0,4,Fast Food
Toronto,0,398,North American
Toronto,0,19,Other
Toronto,0,72,Asian
Toronto,1,225,Other
Markham,0,21,Coffee or Sandwiches
Toronto,0,8,Middle Eastern
Toronto,0,6,Italian
Toronto,1,56,Fast Food
Markham,0,11,Asian
Toronto,0,3,Fast Food
Toronto,0,219,Asian
Toronto,0,14,Middle Eastern
Toronto,0,37,Middle Eastern
Toronto,0,3,Fast Food
Toronto,0,4,Middle Eastern
Missisauga,0,11,Fast Food
Toronto,0,7,Other
Markham,1,10,Asian
Toronto,0,19,Middle Eastern
Toronto,1,61,Latin
Toronto,0,28,Asian
Missisauga,1,6,Asian
Toronto,0,49,Coffee or Sandwiches
Toronto,1,4,Middle Eastern
Missisauga,1,91,North American
Toronto,0,39,Coffee or Sandwiches
Toronto,0,5,Other
Markham,0,6,Asian
Missisauga,0,5,Fast Food
Toronto,1,234,Pub
Toronto,1,343,Pub
Missisauga,0,17,Latin
Markham,0,79,Asian
Toronto,0,12,Fast Food
Toronto,0,18,Other
Toronto,0,3,Latin
Toronto,0,3,Pub
Toronto,1,10,Other
Toronto,0,4,Coffee or Sandwiches
Toronto,0,182,Asian
Toronto,0,5,Coffee or Sandwiches
Toronto,1,31,Coffee or Sandwiches
Toronto,0,4,Asian
Toronto,0,11,Asian
Toronto,1,120,North American
Toronto,1,22,Asian
Toronto,0,52,Other
Markham,0,99,Asian
Toronto,1,7,Coffee or Sandwiches
Toronto,0,49,Latin
Toronto,1,132,Other
Toronto,0,3,Coffee or Sandwiches
Toronto,1,9,Italian
Toronto,0,8,Other
Toronto,1,10,Fast Food
Toronto,0,20,Middle Eastern
Missisauga,0,7,Asian
Toronto,0,15,Fast Food
Toronto,0,44,Asian
Toronto,0,101,Pub
Toronto,0,23,Fast Food
Toronto,0,94,Fast Food
Toronto,0,32,North American
Toronto,0,4,Fast Food
Missisauga,0,7,Fast Food
Toronto,0,46,Asian
Markham,0,20,Asian
Toronto,0,12,Other
Toronto,0,4,Asian
Toronto,1,15,Fast Food
Toronto,0,16,North American
Markham,0,44,Coffee or Sandwiches
Toronto,0,130,Pub
Toronto,0,144,Asian
Toronto,0,15,Middle Eastern
Toronto,1,3,Coffee or Sandwiches
Toronto,1,35,Middle Eastern
Toronto,0,70,North American
Toronto,1,251,Asian
Missisauga,0,15,Asian
Toronto,0,38,Other
Toronto,0,28,Pub
Missisauga,0,3,Latin
Toronto,1,3,Other
Toronto,0,49,Italian
Toronto,1,123,Asian
Toronto,1,4,Other
Toronto,1,15,Italian
Toronto,1,20,North American
Toronto,1,3,Middle Eastern
Toronto,0,52,North American
Toronto,0,10,Fast Food
Toronto,0,40,Asian
Missisauga,0,3,Coffee or Sandwiches
Toronto,0,18,Coffee or Sandwiches
Toronto,1,33,Latin
Toronto,0,9,Fast Food
Toronto,1,15,Other
Toronto,0,10,Coffee or Sandwiches
Toronto,1,5,Coffee or Sandwiches
Toronto,0,7,Fast Food
Toronto,1,84,Middle Eastern
Toronto,0,57,Asian
Markham,0,17,Fast Food
Toronto,0,3,Other
Toronto,0,94,North American
Toronto,1,8,Coffee or Sandwiches
Toronto,0,3,Pub
Toronto,0,4,Fast Food
Toronto,0,5,Fast Food
Missisauga,1,16,Asian
Toronto,0,4,Pub
Toronto,0,3,Middle Eastern
Toronto,1,9,North American
Toronto,0,30,Asian
Toronto,0,160,Asian
Toronto,1,20,Fast Food
Toronto,1,9,Fast Food
Toronto,1,9,Asian
Missisauga,1,10,Other
Toronto,1,146,Asian
Missisauga,1,63,Asian
Toronto,1,13,Other
Toronto,1,7,Asian
Toronto,1,8,North American
Missisauga,0,3,Fast Food
Toronto,0,6,Asian
Missisauga,0,21,Fast Food
Markham,1,3,Asian
Toronto,0,12,North American
Toronto,0,118,Pub
Missisauga,1,30,Asian
Toronto,0,21,Middle Eastern
Missisauga,0,3,Fast Food
Toronto,0,22,Asian
Toronto,0,45,North American
Toronto,0,5,Fast Food
Toronto,1,20,Coffee or Sandwiches
Toronto,1,15,Other
Toronto,0,3,Middle Eastern
Toronto,1,9,Latin
Toronto,0,13,Middle Eastern
Missisauga,0,11,Middle Eastern
Toronto,1,9,Pub
Toronto,0,4,Italian
Toronto,0,103,North American
Toronto,0,3,Asian
Toronto,0,49,Asian
Toronto,0,10,Other
Missisauga,0,10,Asian
Markham,0,77,Asian
Toronto,1,15,Asian
Toronto,1,49,Fast Food
Toronto,1,51,Middle Eastern
Toronto,0,38,Asian
Missisauga,0,28,Latin
Toronto,1,84,Coffee or Sandwiches
Toronto,1,77,Middle Eastern
Missisauga,0,46,North American
Markham,0,40,Coffee or Sandwiches
Toronto,1,11,Asian
Toronto,0,34,Asian
Toronto,0,10,Asian
Toronto,1,5,Middle Eastern
Toronto,1,8,Latin
Toronto,1,57,Middle Eastern
Toronto,0,5,Asian
Toronto,1,26,Other
Toronto,0,15,Middle Eastern
Toronto,0,3,Latin
Toronto,1,39,North American
Missisauga,1,11,North American
Toronto,0,6,Asian
Markham,0,59,Asian
Toronto,0,13,Middle Eastern
Toronto,1,15,Fast Food
Toronto,0,105,Middle Eastern
Toronto,0,17,Other
Missisauga,0,4,Asian
Missisauga,0,43,Asian
Toronto,0,146,Italian
Toronto,0,21,North American
Toronto,0,31,Fast Food
Toronto,0,4,Middle Eastern
Toronto,0,48,Fast Food
Toronto,1,4,Other
Markham,0,18,Pub
Toronto,0,10,Fast Food
Toronto,1,57,Fast Food
Toronto,0,45,Fast Food
Missisauga,0,5,Other
Missisauga,0,3,North American
Missisauga,1,6,Coffee or Sandwiches
Missisauga,0,51,Asian
Missisauga,1,5,North American
Toronto,0,10,North American
Markham,1,4,Pub
Missisauga,0,17,Middle Eastern
Toronto,1,16,Asian
Toronto,0,3,Asian
Missisauga,1,77,Middle Eastern
Toronto,0,3,Fast Food
Toronto,0,73,Coffee or Sandwiches
Toronto,0,8,Asian
Toronto,1,26,Coffee or Sandwiches
Missisauga,1,13,Middle Eastern
Toronto,1,39,North American
Missisauga,0,3,Fast Food
Toronto,0,35,Other
Toronto,0,4,North American
Markham,0,7,Pub
Toronto,0,35,Middle Eastern
Toronto,0,20,Middle Eastern
Toronto,1,24,Other
Markham,0,19,Middle Eastern
Missisauga,1,35,Italian
Toronto,0,6,Pub
Toronto,0,48,Other
Toronto,0,10,Asian
Toronto,0,20,Pub
Toronto,0,15,Asian
Toronto,0,22,Latin
Toronto,0,7,Fast Food
Missisauga,0,21,Middle Eastern
Markham,0,54,Asian
Toronto,1,28,Pub
Toronto,0,48,North American
Toronto,0,71,Fast Food
Toronto,0,329,Asian
Toronto,0,86,Fast Food
Toronto,1,100,Coffee or Sandwiches
Missisauga,0,16,Middle Eastern
Toronto,1,139,Middle Eastern
Toronto,0,13,Coffee or Sandwiches
Toronto,0,6,Asian
Toronto,0,10,Italian
Toronto,0,3,Latin
Toronto,0,15,Asian
Toronto,1,3,Latin
Toronto,1,19,Fast Food
Toronto,0,10,Latin
Toronto,0,7,Asian
Toronto,1,33,North American
Toronto,0,25,Other
Toronto,0,11,Other
Toronto,0,27,Pub
Toronto,0,18,Asian
Toronto,0,8,Latin
Toronto,0,3,Asian
Missisauga,0,10,Latin
Missisauga,1,37,Middle Eastern
Toronto,0,6,Other
Toronto,1,21,Fast Food
Toronto,0,63,Middle Eastern
Toronto,1,10,Middle Eastern
Missisauga,0,14,Asian
Toronto,0,4,Fast Food
Toronto,0,7,North American
Toronto,0,5,Coffee or Sandwiches
Missisauga,0,3,Coffee or Sandwiches
Missisauga,0,63,Middle Eastern
Toronto,0,11,Other
Toronto,0,6,Fast Food
Toronto,0,7,Coffee or Sandwiches
Toronto,0,79,Middle Eastern
Toronto,0,98,Middle Eastern
Toronto,0,13,Coffee or Sandwiches
Toronto,1,83,Latin
Toronto,1,45,North American
Toronto,0,21,North American
Markham,1,15,Fast Food
Toronto,0,20,North American
Toronto,0,47,Asian
Toronto,1,48,Fast Food
Toronto,0,459,Asian
Toronto,0,5,Fast Food
Toronto,1,135,Coffee or Sandwiches
Toronto,0,15,Asian
Missisauga,0,6,Fast Food
Toronto,0,6,Asian
Toronto,0,5,Coffee or Sandwiches
Markham,0,32,Asian
Missisauga,0,7,Asian
Toronto,0,10,Asian
Toronto,0,228,Asian
Markham,0,41,Asian
Toronto,0,125,Coffee or Sandwiches
Toronto,0,14,Fast Food
Toronto,1,98,Fast Food
Toronto,0,34,Latin
Toronto,0,6,Middle Eastern
Toronto,0,32,North American
Toronto,1,35,Pub
Toronto,0,32,Fast Food
Toronto,0,91,Asian
Toronto,0,3,Coffee or Sandwiches
Toronto,0,30,Asian
Markham,0,12,Asian
Toronto,0,35,Middle Eastern
Toronto,0,3,Latin
Toronto,0,57,Asian
Toronto,0,18,Coffee or Sandwiches
Toronto,0,28,Asian
Missisauga,1,4,Coffee or Sandwiches
Missisauga,0,13,Middle Eastern
Missisauga,0,19,Middle Eastern
Toronto,0,7,Middle Eastern
Toronto,0,6,Middle Eastern
Toronto,0,66,Coffee or Sandwiches
Toronto,1,16,Pub
Toronto,1,32,Coffee or Sandwiches
Toronto,0,16,Coffee or Sandwiches
Toronto,1,155,Asian
Missisauga,1,9,Middle Eastern
Markham,0,49,Asian
Toronto,1,4,Pub
Toronto,0,3,Fast Food
Toronto,1,97,Asian
Toronto,0,34,Coffee or Sandwiches
Toronto,0,17,Fast Food
Toronto,0,9,Pub
Toronto,0,7,Coffee or Sandwiches
Toronto,1,13,Middle Eastern
Toronto,0,44,Pub
Toronto,1,29,Fast Food
Markham,0,3,Coffee or Sandwiches
Toronto,0,151,Middle Eastern
Toronto,0,3,Coffee or Sandwiches
Toronto,0,7,Asian
Toronto,0,3,Coffee or Sandwiches
Toronto,0,42,Asian
Toronto,0,190,North American
Toronto,1,3,Other
Toronto,0,8,Coffee or Sandwiches
Toronto,0,7,Middle Eastern
Markham,1,7,Coffee or Sandwiches
Toronto,0,82,Asian
Missisauga,0,14,Asian
Toronto,1,36,Middle Eastern
Toronto,0,82,Asian
Toronto,0,13,North American
Toronto,1,57,Pub
Toronto,0,6,Asian
Toronto,1,3,Fast Food
Missisauga,0,25,Middle Eastern
Toronto,0,70,Asian
Markham,0,9,Other
Missisauga,0,10,Fast Food
Toronto,0,9,Other
Toronto,0,14,Asian
Toronto,1,7,Asian
Markham,0,75,Asian
Toronto,0,808,Asian
Toronto,1,49,Other
Toronto,1,15,Fast Food
Toronto,0,20,Italian
Toronto,0,15,Asian
Missisauga,1,4,Fast Food
Markham,1,146,North American
Toronto,0,3,Asian
Toronto,0,38,Asian
Toronto,1,9,Other
Toronto,0,3,Latin
Toronto,1,18,North American
Toronto,0,411,Coffee or Sandwiches
Toronto,1,10,Middle Eastern
Missisauga,1,8,Italian
Toronto,0,10,Middle Eastern
Toronto,1,24,North American
Markham,1,31,Asian
Toronto,1,37,Coffee or Sandwiches
Toronto,0,18,Middle Eastern
Toronto,1,99,Fast Food
Markham,1,4,Coffee or Sandwiches
Toronto,0,293,Middle Eastern
Toronto,0,12,Asian
Markham,0,73,Asian
Toronto,1,5,Coffee or Sandwiches
Toronto,0,24,Coffee or Sandwiches
Markham,1,3,Fast Food
Toronto,0,15,Pub
Toronto,0,3,Asian
Toronto,0,4,Fast Food
Toronto,1,230,Asian
Toronto,1,103,Middle Eastern
Missisauga,0,11,Middle Eastern
Toronto,1,9,Asian
Toronto,0,47,Latin
Toronto,0,4,Asian
Toronto,0,200,North American
Missisauga,1,3,Middle Eastern
Missisauga,0,21,Asian
Missisauga,1,64,Pub
Toronto,0,9,Asian
Toronto,1,124,Italian
Markham,1,4,Asian
Toronto,0,33,Coffee or Sandwiches
Toronto,0,7,Fast Food
Toronto,0,5,Coffee or Sandwiches
Missisauga,0,3,Italian
Toronto,1,6,Middle Eastern
Missisauga,0,14,Middle Eastern
Missisauga,0,14,Middle Eastern
Toronto,0,50,Middle Eastern
Toronto,0,3,Middle Eastern
Toronto,1,65,North American
Toronto,0,59,North American
Toronto,1,15,Coffee or Sandwiches
Toronto,0,16,Latin
Toronto,0,5,Fast Food
Toronto,0,352,Pub
Toronto,1,122,Italian
Toronto,1,43,Fast Food
Toronto,0,12,Other
Toronto,0,20,Asian
Toronto,1,247,Pub
Toronto,0,11,Middle Eastern
Toronto,0,3,Italian
Toronto,0,40,Middle Eastern
Toronto,0,17,Coffee or Sandwiches
Markham,0,6,Asian
Toronto,0,29,Pub
Toronto,0,12,Fast Food
Missisauga,0,4,Asian
Missisauga,1,121,Latin
Toronto,0,18,Other
Toronto,0,85,Other
Toronto,1,7,Fast Food
Markham,1,146,Asian
Markham,0,14,Asian
Toronto,0,53,Middle Eastern
Toronto,1,4,Latin
Toronto,0,21,Asian
Toronto,1,28,Middle Eastern
Toronto,0,39,North American
Toronto,1,29,Italian
Missisauga,1,5,Fast Food
Toronto,1,66,Coffee or Sandwiches
Toronto,0,13,Fast Food
Toronto,1,7,Coffee or Sandwiches
Toronto,0,34,Coffee or Sandwiches
Toronto,0,46,Asian
Toronto,0,90,North American
Toronto,0,35,Fast Food
Toronto,0,12,Other
Missisauga,0,31,Asian
Toronto,1,67,Fast Food
Toronto,0,23,Asian
Toronto,1,303,Asian
Toronto,0,8,Asian
Toronto,0,173,Other
Toronto,0,80,Asian
Toronto,0,5,Fast Food
Toronto,0,70,Latin
Toronto,0,208,Fast Food
Toronto,1,46,Asian
Toronto,1,73,Middle Eastern
Toronto,1,48,Pub
Toronto,0,7,Middle Eastern
Markham,1,39,Asian
Missisauga,0,23,North American
Toronto,0,91,North American
Toronto,1,6,North American
Toronto,1,3,Middle Eastern
Toronto,1,12,Latin
Toronto,0,19,Asian
Markham,0,52,Asian
Toronto,0,8,North American
Missisauga,0,73,Other
Toronto,0,11,Fast Food
Toronto,0,4,Middle Eastern
Toronto,1,14,Italian
Missisauga,1,30,Italian
Markham,0,17,Asian
Toronto,0,92,Asian
Toronto,1,177,Middle Eastern
Toronto,0,49,Asian
Toronto,0,6,North American
Markham,0,269,Asian
Toronto,0,44,Fast Food
Toronto,0,32,Latin
Toronto,1,62,Asian
Toronto,0,4,Asian
Markham,1,15,Fast Food
Toronto,0,18,Asian
Toronto,0,23,Coffee or Sandwiches
Toronto,1,15,Other
Markham,0,22,Asian
Toronto,0,23,Asian
Toronto,1,102,Asian
Toronto,0,13,North American
Toronto,0,52,Latin
Markham,0,13,Asian
Toronto,0,4,Fast Food
Toronto,0,7,Asian
Missisauga,1,7,Coffee or Sandwiches
Markham,0,166,Asian
Toronto,0,7,Fast Food
Toronto,0,26,Other
Toronto,1,199,Fast Food
Toronto,1,6,Other
Toronto,1,4,Middle Eastern
Toronto,1,22,Other
Missisauga,0,5,Fast Food
Toronto,1,8,Asian
Toronto,0,39,Pub
Toronto,0,4,Middle Eastern
Toronto,1,24,Asian
Toronto,0,128,Middle Eastern
Toronto,1,76,Coffee or Sandwiches
Toronto,0,41,North American
Missisauga,0,10,Coffee or Sandwiches
Toronto,0,54,Asian
Toronto,1,60,Italian
Toronto,0,8,Coffee or Sandwiches
Toronto,0,13,North American
Toronto,1,12,Fast Food
Toronto,0,21,Middle Eastern
Toronto,1,28,Asian
Toronto,1,9,Pub
Toronto,1,11,Middle Eastern
Toronto,0,6,Fast Food
Toronto,0,17,Middle Eastern
Missisauga,1,16,Asian
Toronto,0,3,Coffee or Sandwiches
Toronto,0,9,Fast Food
Toronto,1,47,Latin
Toronto,1,9,Coffee or Sandwiches
Toronto,0,9,Middle Eastern
Toronto,1,27,Asian
Toronto,0,3,Fast Food
Toronto,0,11,Middle Eastern
Missisauga,0,3,Middle Eastern
Toronto,0,28,North American
Toronto,0,4,Fast Food
Toronto,0,104,Asian
Toronto,0,91,North American
Toronto,0,23,Italian
Toronto,0,6,Asian
Missisauga,0,11,Other
Toronto,1,4,Other
Toronto,0,188,North American
Toronto,1,5,Middle Eastern
Toronto,0,26,Middle Eastern
Toronto,1,26,Pub
Toronto,0,15,Fast Food
Toronto,0,52,North American
Toronto,1,24,Middle Eastern
Toronto,1,4,Asian
Toronto,0,16,Fast Food
Missisauga,1,30,Pub
Toronto,0,27,Asian
Toronto,1,30,Fast Food
Toronto,1,9,Middle Eastern
Toronto,1,8,Coffee or Sandwiches
Toronto,0,12,Other
Toronto,0,4,Fast Food
Toronto,0,7,Fast Food
Toronto,1,83,Asian
Missisauga,1,4,North American
Toronto,1,52,Asian
Toronto,0,3,Fast Food
Toronto,0,43,Asian
Markham,0,67,Latin
Toronto,0,3,Other
Toronto,0,32,Asian
Missisauga,0,14,Middle Eastern
Toronto,1,4,Pub
Toronto,1,90,Asian
Toronto,1,16,Middle Eastern
Toronto,0,6,Coffee or Sandwiches
Toronto,0,141,Other
Toronto,0,5,Asian
Toronto,0,14,Pub
Toronto,1,7,Asian
Toronto,0,3,Middle Eastern
Toronto,0,3,Fast Food
Missisauga,1,6,Italian
Toronto,1,70,North American
Toronto,0,4,Latin
Toronto,0,9,Asian
Toronto,1,5,Asian
Toronto,1,23,Middle Eastern
Toronto,0,13,Middle Eastern
Toronto,0,49,Middle Eastern
Toronto,0,116,Asian
Toronto,0,78,Asian
Toronto,0,26,Asian
Toronto,0,147,Coffee or Sandwiches
Toronto,0,79,Fast Food
Toronto,1,71,Fast Food
Toronto,0,72,Middle Eastern
Markham,1,7,Asian
Toronto,1,19,Pub
Toronto,1,38,Asian
Toronto,0,38,North American
Missisauga,0,14,Asian
Toronto,1,9,Pub
Toronto,0,3,Pub
Toronto,1,59,Middle Eastern
Toronto,0,31,Fast Food
Missisauga,1,22,Middle Eastern
Toronto,0,14,Pub
Toronto,0,11,North American
Toronto,1,20,Latin
Toronto,0,15,Fast Food
Toronto,0,175,Asian
Toronto,0,6,Middle Eastern
Toronto,0,9,Middle Eastern
Toronto,0,16,Middle Eastern
Toronto,0,16,Middle Eastern
Toronto,0,4,Asian
Toronto,0,18,Other
Toronto,0,72,North American
Toronto,0,4,Coffee or Sandwiches
Toronto,0,197,Other
Toronto,1,23,Coffee or Sandwiches
Toronto,0,80,Pub
Toronto,0,70,North American
Toronto,0,39,Latin
Toronto,0,37,Asian
Markham,0,252,Asian
Missisauga,0,83,Fast Food
Toronto,0,8,Fast Food
Toronto,1,108,Asian
Toronto,1,28,Pub
Toronto,0,4,Other
Toronto,1,8,Coffee or Sandwiches
Toronto,0,168,Middle Eastern
Toronto,0,7,Other
Markham,0,10,Middle Eastern
Toronto,0,18,North American
Missisauga,0,152,Other
Missisauga,1,17,Asian
Missisauga,0,131,Middle Eastern
Missisauga,1,54,Pub
Toronto,0,19,Fast Food
Toronto,0,3,Middle Eastern
Toronto,0,20,Fast Food
Toronto,0,23,Fast Food
Toronto,0,3,Fast Food
Toronto,0,5,North American
Toronto,0,45,Asian
Toronto,0,6,Asian
Markham,0,7,Asian
Toronto,0,3,Middle Eastern
Toronto,0,159,North American
Toronto,0,3,Other
Toronto,0,3,Latin
Toronto,0,4,Asian
Toronto,0,73,Latin
Toronto,0,5,North American
Toronto,0,19,Fast Food
Toronto,0,104,Pub
Toronto,1,3,Middle Eastern
Toronto,1,32,Other
Toronto,0,90,North American
Toronto,0,71,Asian
Toronto,0,16,Asian
Toronto,1,148,North American
Toronto,0,6,Middle Eastern
Missisauga,0,48,Middle Eastern
Toronto,0,62,Middle Eastern
Toronto,1,17,Asian
Markham,0,41,Asian
Missisauga,0,43,Coffee or Sandwiches
Toronto,0,120,Fast Food
Toronto,0,6,Other
Markham,0,10,Asian
Toronto,0,103,North American
Toronto,0,12,Fast Food
Markham,0,23,Asian
Toronto,0,3,Asian
Toronto,1,17,Middle Eastern
Toronto,0,9,Middle Eastern
Toronto,1,64,Asian
Toronto,1,24,North American
Toronto,0,16,North American
Toronto,0,105,Fast Food
Toronto,0,15,Pub
Toronto,1,137,North American
Toronto,0,155,North American
Toronto,1,4,Asian
Toronto,0,13,Asian
Toronto,1,106,Other
Toronto,0,23,North American
Toronto,1,53,Other
Toronto,0,11,Fast Food
Toronto,0,3,Coffee or Sandwiches
Toronto,1,17,Asian
Toronto,0,58,Asian
Markham,0,10,North American
Toronto,1,32,Asian
Toronto,0,114,Asian
Markham,1,13,Coffee or Sandwiches
Toronto,1,86,North American
Toronto,1,57,Asian
Toronto,1,34,Asian
Toronto,1,10,North American
Markham,0,3,Other
Missisauga,0,35,Asian
Toronto,1,4,Fast Food
Toronto,0,13,North American
Toronto,0,17,Coffee or Sandwiches
Missisauga,0,24,Middle Eastern
Toronto,0,5,Latin
Toronto,0,180,Coffee or Sandwiches
Toronto,0,8,Coffee or Sandwiches
Toronto,0,12,Coffee or Sandwiches
Toronto,1,13,Coffee or Sandwiches
Toronto,0,4,Other
Toronto,1,35,North American
Missisauga,0,8,Fast Food
Missisauga,1,55,Fast Food
Toronto,0,41,North American
Toronto,0,8,Fast Food
Missisauga,0,3,Latin
Toronto,0,21,Other
Toronto,0,3,Fast Food
Toronto,0,4,Other
Toronto,1,3,Asian
Toronto,1,29,Asian
Toronto,1,271,Other
Toronto,1,3,Fast Food
Toronto,1,22,Other
Missisauga,0,33,North American
Toronto,0,54,Other
Missisauga,0,12,Asian
Toronto,1,35,Other
Toronto,0,93,Fast Food
Missisauga,0,6,Italian
Toronto,0,11,Asian
Toronto,0,7,Pub
Toronto,0,35,Asian
Toronto,1,139,Middle Eastern
Toronto,0,42,Middle Eastern
Toronto,0,56,North American
Toronto,0,5,Pub
Toronto,0,35,North American
Toronto,0,121,Pub
Markham,0,4,Asian
Missisauga,1,21,Middle Eastern
Toronto,1,4,North American
Toronto,1,42,Pub
Toronto,0,7,North American
Missisauga,1,5,Latin
Toronto,0,8,Middle Eastern
Toronto,0,46,North American
Toronto,0,35,Asian
Toronto,1,179,Fast Food
Toronto,1,39,Latin
Missisauga,0,8,Middle Eastern
Missisauga,0,5,Coffee or Sandwiches
Missisauga,0,36,Middle Eastern
Toronto,0,8,Fast Food
Toronto,0,22,Pub
Toronto,0,3,North American
Toronto,0,45,Coffee or Sandwiches
Toronto,0,8,Latin
Markham,0,33,Other
Toronto,0,3,Coffee or Sandwiches
Toronto,0,98,North American
Toronto,0,15,Asian
Toronto,0,13,Other
Markham,0,18,Asian
Missisauga,0,30,Pub
Missisauga,1,5,Other
Toronto,0,70,Asian
Toronto,0,12,Fast Food
Toronto,0,62,Asian
Toronto,1,205,Asian
Toronto,0,22,Asian
Toronto,1,71,Italian
Markham,0,46,Fast Food
Toronto,1,4,Asian
Toronto,0,68,Other
Toronto,0,7,Fast Food
Toronto,1,3,Coffee or Sandwiches
Markham,0,24,Pub
Toronto,0,29,Fast Food
Toronto,0,3,Fast Food
Toronto,1,3,Italian
Toronto,0,22,Latin
Toronto,0,153,Italian
Markham,0,18,Asian
Missisauga,0,50,Asian
Markham,0,13,Asian
Toronto,0,9,Fast Food
Toronto,0,65,Fast Food
Toronto,0,6,Fast Food
Missisauga,0,8,North American
Markham,0,15,Middle Eastern
Toronto,0,6,Fast Food
Missisauga,1,11,Fast Food
Toronto,0,12,Middle Eastern
Toronto,1,39,Asian
Toronto,0,49,North American
Missisauga,0,4,Fast Food
Toronto,1,62,Asian
Toronto,0,85,Coffee or Sandwiches
Toronto,1,56,North American
Toronto,0,13,Fast Food
Toronto,0,9,Coffee or Sandwiches
Toronto,1,23,Middle Eastern
Markham,0,11,Asian
Toronto,0,37,Coffee or Sandwiches
Toronto,1,10,Coffee or Sandwiches
Toronto,0,3,Middle Eastern
Toronto,0,46,Asian
Toronto,0,42,Pub
Toronto,1,13,Coffee or Sandwiches
Toronto,1,673,Italian
Toronto,0,32,Pub
Toronto,1,64,Pub
Toronto,0,19,Fast Food
Missisauga,0,7,Fast Food
Toronto,1,42,Latin
Toronto,0,39,Asian
Toronto,1,16,Pub
Toronto,0,21,Other
Markham,0,13,Other
Toronto,0,14,Italian
Toronto,0,3,Fast Food
Toronto,0,10,North American
Toronto,0,198,North American
Toronto,0,17,Asian
Missisauga,0,11,Coffee or Sandwiches
Missisauga,1,39,Pub
Toronto,0,4,Other
Toronto,1,23,Fast Food
Toronto,1,3,Other
Missisauga,1,72,Middle Eastern
Toronto,0,46,Other
Toronto,0,15,Fast Food
Toronto,0,77,North American
Toronto,0,3,Coffee or Sandwiches
Toronto,0,35,Italian
Missisauga,1,12,Asian
Toronto,0,127,North American
Toronto,0,4,Middle Eastern
Toronto,0,59,Italian
Toronto,0,7,Asian
Markham,0,35,Fast Food
Toronto,0,49,Asian
Markham,0,4,Asian
Toronto,0,7,Asian
Toronto,0,52,Middle Eastern
Toronto,0,47,Middle Eastern
Toronto,1,6,North American
Toronto,1,9,Middle Eastern
Missisauga,0,5,Asian
Toronto,1,7,Coffee or Sandwiches
Toronto,1,5,Coffee or Sandwiches
Missisauga,0,5,Fast Food
Toronto,1,4,Fast Food
Missisauga,0,26,North American
Toronto,0,5,North American
Toronto,0,6,Fast Food
Missisauga,0,66,Coffee or Sandwiches
Toronto,0,18,Fast Food
Missisauga,0,3,Fast Food
Toronto,0,12,Asian
Missisauga,0,65,Fast Food
Markham,0,6,Asian
Toronto,0,3,Middle Eastern
Toronto,0,11,Pub
Toronto,0,153,Latin
Toronto,0,17,Italian
Markham,0,3,Coffee or Sandwiches
Markham,0,21,Middle Eastern
Toronto,1,89,Middle Eastern
Toronto,0,137,Coffee or Sandwiches
Toronto,0,35,Asian
Toronto,0,9,Other
Toronto,0,7,Middle Eastern
Toronto,0,10,Middle Eastern
Toronto,1,115,Middle Eastern
Missisauga,0,33,Asian
Toronto,1,149,Other
Toronto,0,7,Asian
Toronto,1,6,Middle Eastern
Markham,0,25,Asian
Toronto,0,6,Asian
Toronto,0,82,North American
Toronto,1,17,Asian
Markham,0,27,Asian
Toronto,0,76,Asian
Toronto,1,74,Coffee or Sandwiches
Toronto,0,25,North American
Toronto,0,31,Asian
Markham,0,16,Asian
Toronto,1,3,Other
Toronto,0,100,Asian
Toronto,0,16,Fast Food
Toronto,0,7,Asian
Toronto,1,7,Italian
Missisauga,0,12,Middle Eastern
Toronto,1,39,Asian
Toronto,0,4,Fast Food
Missisauga,1,5,Coffee or Sandwiches
Markham,0,84,North American
Toronto,0,6,Middle Eastern
Toronto,0,26,Asian
Missisauga,0,7,Other
Markham,0,25,Fast Food
Toronto,1,18,North American
Toronto,0,30,North American
Toronto,0,5,Middle Eastern
Toronto,0,4,Pub
Toronto,0,4,Fast Food
Toronto,0,31,Middle Eastern
Toronto,1,29,Asian
Missisauga,0,3,Coffee or Sandwiches
Missisauga,0,3,Middle Eastern
Toronto,1,26,Coffee or Sandwiches
Markham,0,43,Fast Food
Toronto,0,7,Asian
Toronto,0,4,Middle Eastern
Markham,0,3,Asian
Missisauga,0,38,Middle Eastern
Toronto,0,16,North American
Toronto,1,73,North American
Missisauga,0,11,Asian
Toronto,1,35,Other
Markham,1,15,Coffee or Sandwiches
Toronto,1,3,Middle Eastern
Toronto,0,43,Coffee or Sandwiches
Missisauga,0,6,Coffee or Sandwiches
Toronto,0,5,Fast Food
Toronto,0,3,Pub
